"Kunden Nr."	"Kunde"	"Material Nr."	Anfangsbestand	Retourniert	Zu berechnen
"222203"	"KARL TANG GMBH"	"12.999.01.001"	1	0	1
"222203"	"KARL TANG GMBH"	"12.999.01.001"	1	0	1
"222203"	"KARL TANG GMBH"	"12.999.01.001"	1	0	1
"222203"	"KARL TANG GMBH"	"12.999.01.001"	1	0	1
"222203"	"KARL TANG GMBH"	"12.999.01.001"	1	0	1
"222203"	"KARL TANG GMBH"	"12.999.01.001"	1	0	1
"222203"	"KARL TANG GMBH"	"12.999.01.001"	1	0	1
"222203"	"KARL TANG GMBH"	"12.999.01.003"	2	0	2
"222203"	"KARL TANG GMBH"	"12.999.01.003"	2	0	2
"222203"	"KARL TANG GMBH"	"12.999.01.003"	2	0	2
"222203"	"KARL TANG GMBH"	"12.999.01.003"	2	0	2
"222203"	"KARL TANG GMBH"	"12.999.01.003"	2	0	2
"222203"	"KARL TANG GMBH"	"12.999.01.003"	2	0	2
"222203"	"KARL TANG GMBH"	"12.999.01.003"	2	0	2
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.162"	2	0	2
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.162"	2	0	2
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.162"	2	0	2
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.162"	2	0	2
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.162"	2	0	2
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.162"	2	0	2
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.162"	2	0	2
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.163"	1	0	1
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.163"	1	0	1
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.163"	1	0	1
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.163"	1	0	1
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.163"	1	0	1
